Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-5.31669735282962,-7.55621771215945,6.37637679964398,5.00364604500774,-4.75826853805688,1.18299391598423,10.3990093325468,6.99999164945328,0.364007138161824,4.43799717642636,11.2299987800123,6.68999836660538,12.8700066696584,-0.250001484542878,3.92999154532021,4.11000611512114,3.09299978673204,4.79000278855499,4.29999896037758,5.30007005600883,2.49094810829847,3.34855066794123,6.29644197869365,6.98096059429825,6.76899787107486,6.46700012199584,8.29396044759683,6.24183648156618,2.54051511882037,4.33677626417364,1.98351501159988,3.72820985074991,5.41683451380388,4.35029406663408,2.86304730414378,3.47351657476945,3.80352226237173,1.77672835806486,,
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.667097429183,10.4519718906977,10.5240552039871,10.5015672018342,10.4255964880826,9.07192871148783,9.59811386676543,8.42176356379977,8.98166257813466,-5.64964951931603,1.62650874074382,-3.49733593336917,7.56756882392729,-16.7542290749631,-14.8031263125012,5.18518497170828,9.15492921913119,14.1795201387171,26.139295769424,6.49528192139532,-9.22640507988642,6.69889775608125,3.59705186796602,14.1711486244798,4.82918011397484,1.79700022744103,2.9845193449047,2.30970766083306,6.72732979931727,-1.59624908649559,-4.18178478140044,-3.82558196958196,0.307806291443185,3.14891561997803,4.37875209047472,4.22353042530399,2.06223963422254,4.71648221554824,7.14411475804808,4.14924301720671,2.62568405842836,2.70456161502959,-1.26472077068983,0.882839929779749,3.39535559727943,2.51684911910279,1.44654463506183,-2.32396697254454,-4.17526040073236,1.53877740677106,0.6128974521461,3.0868791768835,-2.95209560730262,0.736540805302539,0.597576299988447,0.446254967609775,0.0666644634030007,1.56575993568239,,
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8000005498984,88.9576648014074,34.3895745908773,15.5999963635664,9.59999979508559,5.50000043583103,4.39999950666288,5.30000026724069,4.00000006535312,6.09996678020046,8.75925670006438,5.41726968398967,5.85558493923706,5.42672660024219,-3.00275253730312,0.767248701879879,0.908249217565952,-0.699622321375898,2.35103650375098,1.1480341964776,3.08822284757022,3.14565132923539,2.12764578886645,3.62354616011993,,
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.19999556980412,-9.60000139597706,-7.60000184221087,-11.7000038975536,-10.4000004914994,2.80000465053934,11.4000054053548,8.39999142031994,3.39999916322964,5.80000344007456,4.72530599387507,5.04526748002185,7.04319255874692,11.4497431053961,9.40000152357688,9.99999481247369,8.60000653624813,10.1999994395436,0.199995310014472,7.79826682269731,5.37870744981015,1.68713553642841,1.00347084085645,1.72638485417005,-3.82957055828382,-2.52644643552361,2.53218350023035,3.14919759374963,,
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.89227721902688,4.89265218028399,4.9564341949162,4.99987991041317,4.93054096131824,4.77084511295951,4.91312316207066,7.36722545714623,5.1063747909928,4.80769336382932,3.95944108172952,10.2183038390507,5.35189411088604,13.5599851718048,3.59282444245959,-0.0340209434206997,6.4965942870642,7.92080717857668,7.51702151348017,13.4366817635662,1.13377082280894,-0.107710428562413,-2.14317996954114,1.9720650253355,1.01251391430918,4.5394569574467,10.7353041326464,9.78771144241605,13.0092211305411,11.4433887289319,11.4640364205074,12.0594453570393,6.27569191841499,0.158363290483805,0.644238365359826,1.42821025749546,3.54467114926939,3.74064654427482,8.77899956737794,13.0195773748259,5.01558488085982,5.11988505454444,9.32795133513534,4.64808729598319,2.57800880890768,4.58160036994624,1.10558612731653,3.22885566945278,0.670801476885075,3.38347170641828,2.16260682157193,2.93781262796161,0.851934627513558,3.6923714654517,3.43195048353593,-0.588023649731511,1.43728894631943,3.03540365708952,,
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.67999999999731,4.47000000000368,1.0699999999985,11.1099999999972,4.76000000000469,14.3636363636331,13.2750397456253,2.10526315789625,3.43642611683744,6.31229235880765,3.43749999999838,1.81268882175351,1.48367952521981,0.877192982458979,3.76811594202641,8.9385474860342,5.89743589743676,1.45278450363297,2.14797136038152,7.94392523364439,2.38095238095129,-5.28541226215641,2.0089285714283,0.481400437638541,-2.00348432055975,6.66666666666802,3.74999999999943,4.05622489959951,0.443844075644776,0.0192122958719381,-3.53438340376593,-0.0597371565103231,3.00856744371407,0.599613152803229,4.39914785618222,2.60047604555287,4.60000000000198,3.90000000000011,3.38264871401167,9.31715557653585,7.2224360086321,-1.47779037455827,3.41070620413235,2.32126647646751,1.67420714931701,5.54386592809534,2.84589011430658,1.52789390961543,-5.28417714947457,-2.09411353414293,-3.33949441020565,-4.8345401709793,-2.51115443098975,,,,,,,
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.08929593589016,5.57891785814408,6.79762577727527,3.95659653301578,4.91344195519352,7.17058966270321,6.31721951771766,8.52944308380353,4.47409733124017,5.23102930127762,5.06333643455241,7.96748521281012,5.73916152301213,2.93956781590916,7.31101772689944,4.61456748557384,4.97121565455376,2.05269457150823,0.133344043698202,-1.3717751251444,0.275620022189571,-3.93874101982378,-4.04211846998211,-0.200675994825289,-1.676387143555,-2.57387456201269,2.46347714826074,2.90950475804917,3.79013004723564,4.6357859096007,5.26652747214038,1.64649693263348,4.26929369591048,4.66727043459798,4.67827258577525,4.36134305812095,4.95420874299724,5.02935233725196,0.426889576708106,2.50780755336397,1.68380093902091,2.4855648471145,2.71134070709702,4.17329431803543,4.42143476697063,4.79700917087203,4.56438275234794,6.14849719501387,3.35700125894111,4.12671936920815,5.20409594656597,5.12227466098376,6.79601170559745,5.46056715368503,4.85718801458208,4.2639195041269,4.19520936722277,4.22362493214148,,
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.275911554301,5.21605942017898,0.874672592408302,3.4855823042772,3.05348789366924,4.15036023303348,4.91526567501124,11.4272823832672,9.73582688991279,8.76994747172604,11.2950868433502,12.0528022500388,13.9786916510762,9.04212031316945,5.20907590114368,9.79041016147646,4.60631806113751,3.23170956333574,6.76628496532688,9.11096015517168,-4.39335720034877,0.58024555339469,-3.40979347371638,5.26914314976867,7.94586174871237,7.98829510486274,3.59962946680869,-0.102672718383729,3.27945885796423,-3.10235594875007,1.51193723815426,-0.466913211737747,4.66516899045995,5.3345517016817,4.41673135543735,2.20753552677458,3.39484598484417,0.338097902952455,0.467937567378257,4.38794944267383,1.38989640325894,3.05346185795254,1.14082899810009,5.75996463871775,3.20213137990235,3.96198872184989,6.06987060771837,5.09419544732717,-0.125811999414864,7.52822583005563,3.97442540583816,1.92115031836302,3.00484630505706,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.31722399870793,,
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,-1.90000000000008,4.36021100466051,3.64220576814806,4.87693931538251,7.89300813555889,4.3730648140921,-1.89975157094841,-4.90093847758082,0.50125313283209,3.60037406483791,1.09823980743194,5.10416666666667,2.59096701118504,3.50538227987856,3.60000000000001,-3.30759330759331,-3.89990682816452,-5.69252077562327,0.793067998237618,2.01078245665163,2.01399800028565,3.97647717726129,4.74010234311876,3.72846490100282,0.334655428854731,4.44718962322422,-2.36546422235364,0.787401574803141,2.17548076923077,1.41159863545465,3.95545760352627,5.66837759428699,1.85850052798311,0.912295251917897,-4.85925621532772,-2.17039196631033,-0.794701986754959,-0.0667556742323114,-1.36940547762191,-0.169319336268202,2.20488466757122,2.27901316517314,-0.173066522444572,-0.49842886553256,,
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,0.355463068303536,20.1553943567083,10.9166970556663,6.7758344222612,22.562428763821,-6.99670298402471,-19.8267158647435,3.95665493838268,0.501465965857875,0.59987654172437,-1.49074908033609,-2.71546995324415,2.00912981362838,1.09736716573585,-1.07417857262092,1.08942053548755,3.14594136166266,4.75858084552159,0.304572874141869,3.14539739535877,4.47870733983746,2.87831774721235,-1.47117157218256,-0.558508851097471,3.05215714160208,2.84942185782728,2.744040517652,3.87209696704298,2.90395547653115,0.504318252687327,0.38750720823208,4.39771967752176,0.154581811742773,-1.93971463784671,-1.76453554132601,2.59896574643226,3.74531835205994,0.912841670964411,-2.12602851740175,-2.349746749517,-0.566814608844453,-2.4655149233665,1.32860255161715,0.0522377907767719,,
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,13.9077290356395,3.41394147506648,11.3107136184646,4.48210512922348,4.21177503633368,11.7305766311607,28.6962653616001,4.98728969866846,7.43262644625855,10.8764346909589,-0.40787608886491,4.60089143184661,1.98636658996878,4.95150367020496,7.07411727794485,5.56517286212073,5.37383851914446,5.91403083461989,7.98397202183325,6.93302423977529,8.34895450963786,10.9922815114977,7.82330268363141,6.00874203204012,7.28724920536136,6.99973834825607,18.3608539524633,4.79946056646926,6.74833376419434,11.9458959913586,7.98261705441502,5.11840086156701,2.11997276871381,5.7764955410216,6.64223222684073,8.12703338369289,4.65183482618016,3.02764059455085,,
